msisdn,offer_tag,HS_AON,NW_AON,HS_BRAND,HS_BAND,HS_TYPE,Price,data_80_limit_breach,fup_limit_breach,data_usage_level,bundle_consistency,vowifi_mous,customer_age,cricket_cohort_tag,ir_roamer_tag,bb_tag,dth_tag,other_recharge,GENDER_L1,Category,GEO_TAG,AGE_BUCKET,AI_MASTER,NATIONAL_ROAMER,CWE,Digital_Savvy,OTT_LOVER
USR_4NM70QOWX9,399,52,97,Vivo,5G,Feature Phone,25744,8.58,2.19,Medium,Low,411,Young,1,1,0,0,1,Male,Student,Urban,60+,1,1,1,1,0
USR_JVKAU33ACU,3999,49,86,Samsung,5G,Smartphone,126418,3.01,0.49,High,High,53,Adult,1,1,0,0,1,Female,Salaried,Metro,36-45,0,1,1,1,0
USR_O47T88A5ZO,979,37,70,Samsung,4G,Smartphone,53037,9.39,2.95,High,High,485,Senior,1,1,0,1,0,Male,Homemaker,Urban,60+,0,1,0,1,0
USR_SPY4BRXUUC,979,8,96,Samsung,4G,Feature Phone,35469,9.53,0.56,Very High,Low,314,Adult,1,0,1,1,0,Female,Student,Metro,18-25,1,0,0,1,1
USR_ZYI59L2QTA,349,57,20,Realme,4G,Smartphone,17404,4.35,0.49,Very High,High,115,Senior,1,0,1,1,0,Male,Salaried,Rural,18-25,1,0,1,1,0
USR_1KKYXD14YM,349,13,89,Realme,4G,Smartphone,15989,8.59,4.88,High,High,323,Adult,0,1,0,1,1,Female,Homemaker,Urban,46-60,0,0,1,0,1
USR_VSPPEDKDQ2,399,30,119,Oppo,4G,Feature Phone,31706,1.3,2.46,Medium,Medium,131,Senior,0,0,1,1,0,Male,Homemaker,Metro,60+,1,1,0,0,1
USR_H1L3YM2LJC,349,44,30,Vivo,5G,Smartphone,15156,4.32,4.39,Low,Medium,250,Adult,1,1,0,0,0,Male,Student,Urban,60+,0,1,0,0,0
USR_U1MLSIWRJ5,349,49,65,Xiaomi,4G,Smartphone,11999,7.99,1.69,Medium,High,286,Adult,0,1,1,0,0,Female,Business,Urban,18-25,1,0,1,1,1
USR_6TETU9ZDUH,979,51,47,Apple,4G,Smartphone,57416,8.44,2.01,Medium,High,10,Adult,0,0,0,1,1,Male,Homemaker,Metro,26-35,0,0,1,1,0
USR_YZTWN9MJ02,3999,29,53,Samsung,4G,Smartphone,140076,6.49,3.81,High,Low,359,Adult,0,1,0,1,1,Male,Business,Metro,36-45,1,0,1,1,1
USR_GTFC1PG0VA,399,22,33,Samsung,4G,Feature Phone,29457,4.67,1.92,High,Low,297,Senior,0,1,0,1,1,Male,Salaried,Metro,60+,0,0,1,1,0
USR_3PTW53EG8G,349,48,25,Oppo,5G,Smartphone,11088,3.67,2.62,Medium,Low,146,Senior,0,1,1,1,0,Female,Salaried,Rural,60+,1,1,0,1,1
USR_8IBC905WB0,979,8,21,Apple,5G,Smartphone,49283,4.17,1.56,High,Medium,303,Young,1,1,1,0,0,Male,Student,Urban,26-35,0,0,0,1,1
USR_7O6YKTC76Y,979,30,45,Apple,5G,Smartphone,37819,4.14,0.14,Medium,High,260,Young,1,0,0,0,1,Female,Business,Metro,36-45,1,0,1,1,0
USR_QQU23WNJUN,399,13,7,Vivo,4G,Smartphone,34707,8.99,4.6,High,Low,113,Senior,0,1,1,1,1,Male,Business,Metro,46-60,1,0,1,1,0
USR_9WCP7OM6S8,349,52,63,Realme,5G,Feature Phone,11345,0.43,3.18,High,Medium,239,Young,0,1,0,0,0,Female,Salaried,Urban,26-35,0,1,0,0,0
USR_64DC6UDMBC,349,48,94,Xiaomi,5G,Smartphone,20457,8.01,1.74,Low,Medium,471,Senior,1,0,0,1,1,Male,Business,Rural,18-25,0,1,1,0,0
USR_1NFZCKAOF2,349,28,114,Vivo,5G,Smartphone,11985,7.95,4.88,Low,Low,100,Adult,0,1,1,0,0,Male,Salaried,Rural,36-45,0,1,0,0,0
USR_LQCUX8KJ3K,349,58,100,Vivo,5G,Feature Phone,13361,4.48,0.31,Medium,Low,57,Adult,1,1,0,0,0,Male,Business,Rural,18-25,1,1,1,1,1
USR_IZO3RUT62B,979,14,93,OnePlus,5G,Smartphone,51976,9.97,3.68,Low,Medium,91,Adult,0,0,1,0,0,Male,Student,Urban,26-35,1,0,1,1,0
USR_8ESG4WMB2G,349,48,25,Xiaomi,4G,Feature Phone,16761,2.15,2.04,High,Medium,326,Senior,0,1,1,0,0,Female,Business,Urban,46-60,1,1,0,0,1
USR_BZIZJ26SBC,979,42,79,OnePlus,5G,Feature Phone,40933,9.74,4.41,Low,Medium,368,Young,0,1,1,0,0,Female,Salaried,Urban,36-45,0,0,1,0,0
USR_BMLPVG382M,349,54,74,Oppo,5G,Smartphone,13518,2.43,4.61,Very High,Medium,307,Senior,1,0,0,0,0,Female,Student,Rural,60+,0,1,0,0,1
USR_WHGS73QHPF,349,37,22,Xiaomi,5G,Feature Phone,17564,9.9,4.07,Very High,Medium,343,Adult,0,1,0,1,0,Female,Student,Urban,36-45,1,1,0,0,1
USR_CVUO3T0G3B,349,11,17,Oppo,5G,Smartphone,12618,4.91,3.47,High,High,282,Adult,1,1,0,0,1,Male,Student,Urban,26-35,1,0,0,0,1
USR_V43B599TD7,979,20,72,Apple,5G,Smartphone,35219,2.25,0.56,Low,Medium,469,Senior,1,1,1,0,0,Male,Student,Metro,60+,1,0,0,1,1
USR_54L7V16VKR,3999,51,20,Samsung,5G,Feature Phone,92963,3.94,2.83,Medium,Low,252,Adult,1,0,0,0,0,Male,Business,Metro,60+,0,0,1,1,0
USR_4TCR8DAY1J,1729,40,41,Apple,5G,Feature Phone,52441,2.42,4.22,Low,High,214,Adult,0,1,0,0,1,Female,Business,Metro,36-45,1,1,1,1,1
USR_B7NF2DA135,349,23,13,Oppo,5G,Smartphone,18363,4.53,4.08,High,High,457,Young,0,1,1,0,0,Female,Student,Rural,60+,1,0,1,0,1
USR_KTTNXFTKG7,3999,48,28,Samsung,5G,Smartphone,72015,2.35,4.63,High,Low,496,Senior,1,1,0,1,0,Female,Student,Metro,36-45,1,1,1,1,0
USR_8IBIE89A3X,349,14,33,Realme,5G,Feature Phone,19129,8.39,4.36,Very High,High,123,Adult,1,0,1,0,0,Male,Business,Rural,18-25,0,0,0,1,1
USR_TMV4LRYP9B,399,48,114,Samsung,4G,Smartphone,28869,3.42,4.98,High,Low,277,Adult,0,1,1,0,1,Female,Student,Urban,18-25,1,0,1,1,1
USR_KGZ1WMLV83,349,23,89,Xiaomi,4G,Smartphone,14124,5.93,0.45,Low,Medium,76,Adult,0,1,0,0,0,Male,Homemaker,Rural,46-60,0,1,1,1,1
USR_QVC3VT5WV7,979,48,8,Apple,4G,Feature Phone,39831,8.94,0.76,Medium,Low,390,Young,0,1,0,1,0,Female,Salaried,Urban,26-35,0,1,1,0,1
USR_SEEDGRADQL,399,45,75,Samsung,4G,Feature Phone,20861,9.49,0.06,Low,Medium,56,Senior,1,0,1,1,1,Male,Homemaker,Urban,18-25,1,1,0,1,1
USR_63SEKIHSOL,399,59,79,Vivo,5G,Smartphone,18778,1.25,2.59,Low,Low,122,Adult,1,0,0,0,0,Female,Salaried,Urban,46-60,0,1,0,0,0
USR_LMOTSME6NE,1729,33,83,Samsung,4G,Smartphone,55322,9.55,4.0,Very High,High,496,Senior,0,1,1,1,1,Male,Salaried,Metro,18-25,1,0,1,1,1
USR_3NXD5A7HHD,349,12,6,Xiaomi,5G,Feature Phone,19122,4.21,1.53,Very High,High,18,Adult,0,1,0,0,1,Female,Salaried,Urban,26-35,1,0,1,0,1
USR_TVPJ625KQ8,979,47,66,OnePlus,4G,Feature Phone,55996,8.54,4.14,High,Medium,458,Young,1,1,0,1,0,Female,Student,Urban,18-25,1,1,1,0,0
USR_462U1A89SD,349,13,111,Xiaomi,4G,Feature Phone,8009,9.78,1.64,High,Low,471,Senior,1,1,0,1,0,Female,Student,Urban,26-35,0,1,0,0,1
USR_PM80E6NIN0,399,53,103,Samsung,5G,Feature Phone,22616,8.57,0.28,Very High,Medium,430,Young,1,1,0,1,0,Female,Homemaker,Urban,18-25,0,1,0,0,0
USR_AQR27KPT0T,3999,51,29,Samsung,4G,Smartphone,86152,5.11,0.5,Medium,Medium,141,Young,1,0,0,1,1,Female,Business,Metro,46-60,1,1,0,0,0
USR_FEWUVKAIK2,979,17,74,Apple,5G,Feature Phone,33319,5.42,3.53,High,High,378,Senior,1,1,0,1,1,Female,Homemaker,Metro,60+,1,1,0,0,1
USR_BJG311T0ZJ,3999,48,50,Apple,5G,Smartphone,82283,0.09,4.09,High,Low,51,Young,1,0,0,1,1,Male,Homemaker,Metro,60+,0,0,1,0,0
USR_MLD7CGHE0B,349,26,47,Realme,4G,Feature Phone,8071,8.35,1.96,Medium,High,341,Adult,1,0,1,0,0,Female,Student,Rural,46-60,1,1,0,0,0
USR_9XC03RA4IY,349,15,97,Realme,5G,Smartphone,21372,4.12,1.59,Low,Low,261,Adult,0,0,0,1,1,Male,Homemaker,Urban,26-35,1,0,1,1,0
USR_QJ7S91P1Q5,349,14,102,Xiaomi,5G,Feature Phone,14918,5.8,1.76,Very High,Low,344,Senior,0,1,1,1,1,Male,Homemaker,Urban,26-35,1,1,1,1,0
USR_K51JTQDELR,349,14,16,Oppo,4G,Feature Phone,14374,7.48,1.15,Very High,Low,322,Young,1,1,1,0,0,Female,Student,Urban,18-25,1,0,1,1,0
USR_9BU6J4PQGF,979,58,13,Samsung,4G,Feature Phone,42535,0.9,2.53,Low,Low,154,Young,1,1,0,1,1,Male,Student,Urban,18-25,1,1,0,0,1
USR_YY1JULWYYC,979,27,51,Samsung,5G,Feature Phone,58613,0.47,3.69,Very High,High,184,Adult,0,0,1,1,0,Female,Salaried,Urban,18-25,1,1,1,1,1
USR_GJHDZOADDQ,399,58,60,OnePlus,5G,Smartphone,19521,3.74,3.49,Low,Low,157,Adult,0,0,0,1,0,Female,Salaried,Metro,36-45,0,1,1,0,0
USR_F3YN9X761T,349,35,40,Vivo,4G,Feature Phone,10849,1.07,2.34,High,Low,456,Adult,1,1,1,0,1,Female,Homemaker,Urban,18-25,0,1,0,1,1
USR_D2AS9OOBHR,3999,21,57,Samsung,4G,Feature Phone,128703,9.71,4.45,Low,Low,500,Senior,0,0,1,1,0,Female,Salaried,Metro,36-45,1,0,0,0,0
USR_4EW74ODKAZ,349,51,98,Realme,4G,Smartphone,8811,8.15,4.13,High,High,287,Young,1,1,1,1,0,Male,Homemaker,Rural,46-60,1,1,1,1,0
USR_T7BI5PM4GU,349,16,11,Oppo,5G,Smartphone,18673,2.07,0.68,Very High,High,257,Senior,1,1,1,0,0,Female,Homemaker,Rural,36-45,1,1,1,1,0
USR_KXISUFCVS9,399,51,102,OnePlus,5G,Smartphone,34599,2.85,0.55,Medium,Low,262,Young,1,0,0,0,0,Male,Student,Urban,60+,1,0,1,1,0
USR_R0U31IS8Z7,3999,18,26,Apple,4G,Feature Phone,92114,8.62,1.26,High,High,230,Young,0,0,1,0,0,Female,Student,Metro,36-45,1,0,0,1,1
USR_172T8B1MXJ,349,18,92,Oppo,4G,Feature Phone,21056,0.97,0.66,Very High,Low,314,Adult,0,1,0,1,0,Female,Business,Rural,46-60,1,0,1,0,0
USR_7ZZO977BXE,349,21,18,Vivo,4G,Feature Phone,10591,3.88,1.86,High,High,351,Young,0,1,0,0,0,Male,Salaried,Rural,36-45,0,0,1,0,1
USR_99LV59DVX2,979,25,120,Samsung,5G,Feature Phone,55295,9.66,4.58,Low,Medium,476,Senior,1,1,1,1,1,Female,Business,Metro,18-25,1,0,1,1,1
USR_128GRUG201,979,22,70,OnePlus,4G,Feature Phone,54590,4.34,3.73,Medium,Low,387,Senior,0,1,1,1,0,Male,Business,Metro,18-25,0,0,1,1,1
USR_Q2TB4TIAC0,3999,17,23,Apple,4G,Feature Phone,72790,6.54,0.46,Medium,High,341,Senior,1,0,1,0,0,Male,Student,Metro,36-45,0,1,0,1,0
USR_DQJRWTVB6O,1729,51,10,Apple,4G,Smartphone,78923,4.2,4.04,Medium,Medium,488,Senior,1,1,1,1,0,Female,Student,Metro,26-35,0,1,0,0,1
USR_VD3RSL2DN2,349,19,30,Vivo,4G,Feature Phone,14779,5.2,2.98,Medium,Medium,395,Senior,0,0,1,0,1,Female,Salaried,Urban,36-45,1,0,0,0,0
USR_GI73KH807D,399,12,101,Oppo,5G,Feature Phone,31124,6.32,1.22,Medium,Medium,388,Young,0,1,0,1,0,Female,Student,Urban,36-45,1,1,1,0,1
USR_9F2693PZAG,349,25,103,Vivo,4G,Feature Phone,14755,0.05,4.0,Medium,Low,330,Senior,0,0,0,0,0,Male,Business,Rural,36-45,1,1,0,1,1
USR_FPUQSNCGN1,979,8,116,Apple,5G,Feature Phone,46354,6.97,2.07,Low,Low,443,Adult,1,1,0,0,0,Female,Homemaker,Metro,60+,0,1,0,0,1
USR_OD9VBMO4QT,349,44,67,Oppo,4G,Smartphone,11938,5.95,1.46,Low,High,292,Adult,0,0,0,0,1,Male,Homemaker,Urban,26-35,1,1,0,1,0
USR_UZKDA2BDQA,399,56,100,Vivo,4G,Feature Phone,18688,4.8,4.59,Very High,Medium,321,Young,0,0,1,0,0,Male,Business,Urban,18-25,0,1,1,0,0
USR_MKN2E4LY16,349,38,14,Vivo,4G,Smartphone,16438,2.51,4.57,Medium,High,32,Young,0,1,0,1,0,Male,Business,Urban,36-45,1,1,0,1,1
USR_W7RC4V445B,349,14,40,Oppo,5G,Feature Phone,19988,4.94,1.35,High,Medium,43,Adult,1,0,0,1,1,Male,Business,Rural,36-45,1,1,0,1,0
USR_PLPIPVVX6F,349,33,115,Xiaomi,5G,Feature Phone,14215,6.53,3.41,Very High,Low,125,Young,0,1,0,1,0,Female,Student,Urban,26-35,1,1,1,0,1
USR_PENLXPP4DO,3999,49,68,Apple,4G,Feature Phone,149567,2.84,4.79,Low,Low,344,Senior,1,1,1,1,0,Male,Student,Metro,46-60,1,0,1,0,0
USR_CP4CDA4F8L,3999,31,101,Samsung,4G,Smartphone,95038,8.35,1.14,High,Low,444,Young,0,0,1,1,1,Female,Homemaker,Metro,18-25,1,1,0,0,1
USR_UOPTTNSVKJ,979,12,114,Samsung,4G,Smartphone,48907,7.57,4.66,Medium,Low,236,Young,1,1,0,1,1,Female,Homemaker,Urban,26-35,0,1,1,1,0
USR_JLC4AS4R06,349,37,32,Oppo,4G,Smartphone,12178,7.09,2.01,High,High,226,Young,0,0,0,1,1,Male,Homemaker,Rural,60+,1,1,1,0,1
USR_UJ02AX8AHL,349,35,77,Vivo,4G,Smartphone,15351,6.35,2.38,Very High,Low,414,Adult,0,0,1,0,1,Female,Student,Rural,36-45,1,1,0,1,1
USR_2K8TAY6JAB,349,23,54,Vivo,4G,Feature Phone,15449,7.65,0.13,Medium,High,283,Young,0,1,1,0,0,Female,Salaried,Rural,60+,0,1,0,1,1
USR_PF57S8AN3E,349,16,34,Realme,4G,Smartphone,9216,9.63,1.13,Medium,High,364,Young,1,1,1,0,0,Male,Student,Rural,60+,0,1,0,0,1
USR_KZB30Q1M4S,349,59,34,Oppo,5G,Smartphone,13746,0.84,2.12,Low,Medium,98,Young,0,1,0,0,1,Female,Homemaker,Rural,46-60,1,0,0,1,0
USR_SVZCPFL6QY,979,47,55,Samsung,4G,Feature Phone,49981,9.87,0.03,Very High,Low,234,Adult,1,0,0,0,0,Male,Business,Urban,18-25,1,1,0,0,1
USR_DEIUL8ZB7Q,3999,21,111,Samsung,4G,Feature Phone,107648,3.15,0.88,Medium,Low,319,Young,1,1,1,1,1,Female,Homemaker,Metro,60+,0,1,1,0,0
USR_P5B4MPX2KT,3999,43,17,Samsung,5G,Feature Phone,83013,8.96,3.95,Medium,Low,129,Adult,0,0,0,1,1,Female,Homemaker,Metro,18-25,1,1,1,0,0
USR_J9DWVA67AD,979,45,81,Apple,5G,Feature Phone,39586,7.91,0.74,Low,Low,431,Adult,0,0,0,0,1,Female,Homemaker,Metro,46-60,1,0,0,1,0
USR_9SW83LCMQC,399,32,19,Samsung,5G,Smartphone,23907,1.16,2.51,Very High,High,46,Young,1,1,1,1,1,Male,Business,Metro,60+,1,0,1,0,0
USR_SZ49QN3ZUF,349,51,64,Oppo,4G,Smartphone,12002,1.19,1.21,Low,High,128,Adult,0,0,0,0,1,Male,Business,Rural,26-35,1,0,1,0,1
USR_0WBPXF4M4N,349,7,33,Oppo,4G,Feature Phone,17143,0.52,0.02,Medium,High,158,Senior,1,1,1,1,0,Female,Student,Rural,18-25,0,1,0,1,1
USR_0ZEQ5CDRDB,1729,30,14,Samsung,4G,Smartphone,66953,7.59,2.46,Very High,Low,346,Adult,0,0,0,0,0,Female,Student,Metro,18-25,1,0,1,1,1
USR_AKQHH0ZQDZ,399,28,21,OnePlus,5G,Smartphone,31726,4.04,2.72,Low,Medium,144,Adult,0,0,1,0,0,Male,Business,Urban,26-35,0,0,1,1,1
USR_W36ZC5QL08,979,12,64,Samsung,5G,Feature Phone,30420,9.07,0.42,Medium,Low,59,Adult,1,1,0,1,1,Male,Homemaker,Urban,36-45,0,0,0,0,1
USR_56MSJQHW20,3999,16,22,Samsung,4G,Feature Phone,119465,2.26,3.85,Medium,High,427,Young,0,0,1,1,1,Female,Business,Metro,60+,0,1,0,1,1
USR_EJ5YWGYBVQ,349,55,99,Realme,4G,Smartphone,9394,7.37,1.91,Low,Low,301,Senior,0,0,1,0,0,Female,Student,Rural,60+,0,1,0,1,0
USR_PD5MWIMY1O,3999,19,16,Apple,4G,Feature Phone,114263,2.91,1.14,High,Low,408,Senior,0,0,1,0,0,Female,Salaried,Metro,26-35,1,0,0,0,0
USR_OISW7KH1UW,979,6,19,OnePlus,5G,Smartphone,54031,7.33,3.68,High,Low,183,Adult,0,1,0,1,1,Male,Student,Metro,18-25,0,0,0,1,1
USR_HKWPTWYAZ3,349,36,75,Xiaomi,5G,Smartphone,20315,4.53,2.8,Medium,Medium,3,Young,1,0,0,1,1,Female,Student,Rural,26-35,0,1,1,0,1
USR_LE7518GF28,979,22,50,Samsung,5G,Smartphone,55510,6.96,4.99,Medium,Medium,439,Adult,1,0,1,1,0,Male,Business,Metro,36-45,1,1,0,0,1
USR_21IP5I7BZX,349,45,74,Realme,4G,Smartphone,18971,1.61,1.67,Low,Medium,328,Young,0,1,0,1,0,Female,Homemaker,Rural,46-60,0,0,0,1,1
USR_KUCEJQDEEZ,399,19,57,Vivo,4G,Feature Phone,31436,1.68,0.19,Medium,Low,464,Senior,0,0,1,1,1,Male,Homemaker,Metro,36-45,0,0,1,0,0
USR_DBL6YV4XJG,349,12,71,Vivo,5G,Smartphone,20754,6.85,4.09,Very High,High,260,Young,1,0,0,1,1,Male,Student,Rural,26-35,1,1,0,1,0
USR_TGYDBQ4W91,979,35,15,OnePlus,5G,Feature Phone,33637,8.11,2.38,Very High,Low,424,Young,0,1,1,1,1,Male,Business,Metro,18-25,0,1,0,1,0
USR_Y9X926VSGQ,349,52,85,Oppo,5G,Feature Phone,16864,0.48,0.78,Medium,Medium,79,Adult,0,0,1,0,1,Female,Homemaker,Rural,26-35,0,0,1,0,0
USR_1MC8R618S2,349,12,61,Vivo,4G,Smartphone,12016,9.99,1.09,Very High,Low,255,Young,1,0,1,1,1,Female,Salaried,Rural,46-60,1,0,0,0,1
USR_UKE3V1OLJB,349,60,13,Xiaomi,4G,Feature Phone,15321,7.74,3.43,Low,Low,283,Young,1,1,0,0,1,Male,Salaried,Urban,18-25,0,0,1,1,1
USR_RPIUVQ4F4U,349,47,24,Oppo,5G,Feature Phone,11208,2.34,0.47,High,Medium,373,Senior,0,0,1,0,0,Female,Homemaker,Rural,26-35,0,1,0,0,0
USR_0JH3K3KHF0,349,45,41,Realme,4G,Smartphone,18659,5.26,4.41,Very High,Medium,160,Senior,0,0,1,0,0,Male,Business,Urban,46-60,1,0,0,1,0
USR_B8BSQ4YOD0,349,48,107,Xiaomi,4G,Smartphone,13119,3.54,1.33,Medium,Medium,142,Adult,0,0,1,0,1,Male,Student,Urban,60+,1,0,0,0,0
USR_JWLEB5TKX9,399,52,86,Samsung,4G,Feature Phone,31426,2.14,4.02,Medium,Low,137,Senior,0,0,1,0,1,Female,Salaried,Urban,36-45,1,1,1,0,1
USR_39BR92YXZS,979,29,17,Apple,4G,Smartphone,33960,2.51,0.95,High,Low,332,Young,1,1,1,1,0,Male,Salaried,Metro,36-45,1,1,0,1,1
USR_ADWRDM7F2J,349,13,117,Oppo,5G,Smartphone,19338,5.62,2.19,Very High,Low,199,Adult,1,0,0,0,1,Female,Student,Rural,60+,0,0,1,1,0
USR_WISZ2D73S8,399,50,12,Samsung,5G,Feature Phone,28638,8.94,3.64,High,Low,369,Young,1,1,1,0,1,Female,Business,Metro,60+,0,0,1,0,1
USR_61URQWAE8Q,1729,17,21,Samsung,5G,Smartphone,61053,8.45,0.47,Low,High,70,Adult,0,1,0,0,0,Male,Salaried,Urban,46-60,0,1,1,1,0
USR_1PLYWBK24V,349,56,120,Realme,4G,Smartphone,18690,2.34,0.13,Very High,Low,337,Senior,0,1,1,1,0,Female,Salaried,Rural,46-60,1,0,1,1,1
USR_F7UB0IAPEP,1729,35,79,Samsung,5G,Feature Phone,89386,0.53,2.34,Low,High,475,Senior,1,1,0,0,1,Female,Homemaker,Metro,26-35,1,1,1,1,0
USR_P2QSVDUJKC,979,55,93,Samsung,4G,Smartphone,51315,3.37,2.47,High,High,292,Senior,1,0,0,1,1,Female,Student,Metro,36-45,0,0,1,1,1
USR_1UEOD0F4UF,349,57,113,Xiaomi,4G,Feature Phone,14963,7.61,4.02,Medium,Low,71,Senior,0,1,1,1,0,Female,Student,Urban,18-25,1,0,0,1,0
USR_0C3UQMGUD6,349,51,58,Vivo,5G,Feature Phone,12098,0.98,0.92,High,Low,103,Senior,1,1,0,1,0,Female,Salaried,Urban,26-35,1,1,1,0,0
USR_GVUIJX2F11,349,40,54,Xiaomi,4G,Feature Phone,11907,9.45,2.39,Medium,High,306,Senior,0,1,1,0,1,Male,Student,Urban,26-35,1,1,1,1,1
USR_8UABZO214U,399,35,12,Samsung,5G,Feature Phone,26700,3.95,2.93,Very High,High,196,Senior,0,0,0,0,0,Female,Salaried,Metro,36-45,0,1,0,1,0
USR_DUINXD6MXL,979,24,76,OnePlus,4G,Smartphone,47436,2.83,4.75,Low,High,398,Young,1,0,0,1,1,Male,Business,Metro,36-45,1,0,0,0,1
USR_D6KO66OVWL,349,34,55,Vivo,5G,Smartphone,18822,9.32,4.16,Low,Medium,304,Adult,1,0,0,0,0,Female,Homemaker,Urban,36-45,1,0,0,1,0
USR_4FYOGJG3M2,349,45,59,Oppo,5G,Feature Phone,11761,7.26,4.56,Medium,High,252,Senior,0,1,0,1,1,Male,Salaried,Rural,46-60,1,0,0,1,0
USR_X8SKUP0LPK,349,19,55,Oppo,4G,Feature Phone,14094,7.66,4.8,Low,High,12,Senior,0,1,0,1,1,Male,Salaried,Urban,26-35,0,1,0,1,0
USR_WKIC5S0SFJ,3999,53,13,Apple,4G,Smartphone,132782,1.61,4.2,Medium,Medium,97,Young,0,1,0,1,0,Male,Student,Metro,60+,0,1,1,1,0
USR_5YS27A78L8,399,57,85,OnePlus,5G,Feature Phone,32513,0.86,4.21,Very High,Medium,470,Young,0,0,1,1,1,Female,Student,Urban,26-35,0,0,1,0,0
USR_O8D4CVO7FD,399,16,107,Vivo,5G,Smartphone,31572,8.46,1.89,Medium,Medium,389,Young,1,1,0,0,1,Female,Homemaker,Urban,26-35,0,1,0,0,1
USR_Y4ABOBQYJA,979,58,111,OnePlus,4G,Smartphone,39391,7.6,3.36,High,Medium,288,Senior,1,0,0,0,1,Female,Homemaker,Urban,18-25,1,0,1,0,1
USR_5KDU6C7Y0E,349,23,47,Realme,5G,Feature Phone,8909,7.19,2.48,Very High,High,120,Adult,0,1,1,0,1,Female,Salaried,Urban,46-60,0,1,1,0,1
USR_VZIYCS56HX,979,6,20,OnePlus,5G,Smartphone,44641,5.8,2.79,Very High,Medium,8,Young,1,1,1,1,0,Female,Salaried,Urban,18-25,0,1,1,0,0
USR_4UFSVYHVJF,349,60,113,Xiaomi,5G,Feature Phone,13326,6.38,3.37,High,Low,186,Senior,0,1,1,1,1,Female,Student,Rural,36-45,1,1,0,1,0
USR_QWY5464EK4,979,48,92,Samsung,5G,Feature Phone,33792,3.68,1.47,Low,Medium,406,Young,1,0,0,0,1,Male,Business,Metro,60+,1,1,1,0,1
USR_NH2G9OTCSG,399,54,9,Vivo,4G,Smartphone,32709,0.94,2.09,Very High,Medium,91,Senior,1,0,0,1,1,Female,Business,Metro,60+,0,0,1,1,1
USR_PEJDHN7D4S,979,33,98,Apple,4G,Smartphone,36789,0.71,4.15,High,High,36,Young,1,1,1,0,0,Male,Student,Metro,36-45,1,1,0,1,0
USR_Q3U8ZGJC32,349,38,91,Xiaomi,4G,Feature Phone,10523,4.91,1.82,High,High,176,Young,1,1,1,1,0,Male,Student,Rural,18-25,0,0,0,1,1
USR_L8HJWQOCU7,349,7,117,Xiaomi,5G,Feature Phone,21572,6.57,1.57,Very High,Low,117,Adult,0,1,1,1,0,Female,Homemaker,Rural,26-35,1,1,0,0,1
USR_8SBV9YM1Y4,979,43,120,OnePlus,4G,Smartphone,30103,4.51,3.91,Very High,Low,487,Young,0,1,1,0,0,Male,Student,Metro,46-60,1,0,0,1,1
USR_3KC1KGL1SY,979,34,24,OnePlus,4G,Feature Phone,35622,4.86,4.56,Low,Low,294,Adult,0,1,0,0,0,Female,Student,Urban,60+,1,1,1,1,1
USR_FZXWIC96K1,399,24,99,Oppo,4G,Smartphone,29407,4.2,2.77,Low,High,129,Senior,1,0,0,1,0,Female,Homemaker,Urban,60+,0,1,0,1,1
USR_N0LRJBYS2S,349,40,114,Oppo,5G,Smartphone,10569,9.13,3.54,Low,High,172,Senior,0,1,0,1,0,Female,Homemaker,Urban,26-35,0,0,1,1,1
USR_XW6BWSNUMQ,349,40,102,Realme,5G,Smartphone,18036,4.75,2.54,Very High,Low,183,Adult,0,0,0,0,0,Male,Salaried,Urban,46-60,1,1,1,1,1
USR_SUVQGGOXNL,979,49,65,OnePlus,4G,Feature Phone,51536,2.15,3.77,Very High,Low,215,Senior,1,0,0,0,1,Female,Homemaker,Metro,46-60,0,1,0,1,1
USR_4IREJEYC00,979,45,41,Samsung,5G,Feature Phone,47963,0.6,2.26,Low,Low,117,Adult,1,0,0,1,1,Female,Salaried,Urban,46-60,0,1,0,0,1
USR_OHJ4R2WZF2,3999,14,50,Apple,5G,Feature Phone,139833,8.52,2.63,High,High,202,Young,0,0,0,0,0,Female,Student,Metro,46-60,0,1,1,0,0
USR_Z458BYE9JL,3999,20,27,Samsung,4G,Smartphone,90418,5.56,4.67,Very High,High,40,Adult,1,0,1,0,1,Female,Business,Metro,36-45,1,1,1,0,1
USR_O9CDYIMOKK,349,47,34,Oppo,5G,Smartphone,18806,1.06,1.02,High,High,456,Adult,1,0,0,0,1,Male,Business,Urban,36-45,0,0,0,1,0
USR_T8QYJQPDA8,349,10,37,Vivo,5G,Feature Phone,9255,9.35,1.1,Very High,Medium,190,Young,0,1,0,1,1,Female,Business,Urban,26-35,1,1,1,1,0
USR_RZ614RLKDV,1729,20,84,Apple,4G,Feature Phone,69059,6.79,3.9,Medium,High,353,Adult,0,1,0,1,1,Female,Salaried,Urban,18-25,0,1,1,0,0
USR_O434RNJFUI,979,38,87,Apple,5G,Feature Phone,34102,1.25,3.82,Very High,Medium,458,Young,0,1,0,0,1,Female,Business,Metro,60+,0,0,0,0,0
USR_1I6VBL5ZPK,349,50,109,Vivo,4G,Smartphone,16981,6.24,3.71,Medium,Low,239,Adult,0,1,1,1,0,Female,Salaried,Rural,60+,0,1,1,0,1
